Feature_0 Feature_1 Feature_2 Feature_3 Feature_4 Label
1.90137064905657 0.8582621914449771 1.5848429809352562 1.1307332950733282 -1.5228894622370157 1
0.6000626525275318 0.2254339583897051 0.5204625821691612 -0.0740649808859215 -0.2559041569621476 1
-1.8323599370202568 2.1997666991935403 -1.689084666700426 2.3450991262008625 -0.32353111729863904 1
-1.8396144219997421 0.7415644591088034 -1.6884870564334167 2.199701644000858 -0.2441497472838231 1
-0.9393044992490676 0.11093596651115936 -0.8570439650043299 1.0149780668270285 -0.06824633788078066 0
0.016748059793655568 0.2499717002607554 -0.08549911778631938 2.121810236109304 -1.1146844014252124 1
-1.5029314314571804 1.331084040976799 -1.346682863753251 1.1010809243830835 0.16349677187758982 1
-0.18598269987294835 0.1730017731940691 -0.11579701952159191 -0.9434707923888621 0.5832786525313836 0
1.228609698773113 -0.22566871341225564 1.1190468264052778 -1.2858428148573855 0.0674958380135039 0
0.3450838790978731 3.4553055204828245 0.3616919376206584 -1.3672246987204337 0.5435925112309667 0
1.2438966998182206 1.2464121173259075 1.0505577655134108 0.4480592241711384 -0.844188287412268 1
0.1435093946841013 1.0652372696837464 0.017574745367035544 2.252084331501144 -1.2448365412140145 1
2.1105080940923586 0.8440504639462292 1.8000710008946734 0.38652571116737233 -1.23745656835217 0
0.8090956678525085 1.2292035875748615 0.7830562224884375 -1.8259141997908759 0.555036595297917 0
-0.5252905127753617 -0.5382440341371367 -0.45274992295712685 0.00412418749918686 0.25567611704152976 1
1.4382967918337306 -0.6457997923711173 1.2070197907380156 0.6820568817107983 -1.0616282579415084 1
-1.7094080222275125 1.74967706012245 -1.3706748764988599 -2.1666187928571814 1.968853999606973 0
0.807286459117715 -0.5107499835652689 0.838717572228353 -3.04088801680894 1.1894990717028 0
-1.1668550862302138 2.8399576555662187 -0.9717465309021904 -0.7121439821135066 0.9440869126840797 0
-1.7398254120341397 0.5125983259267828 -1.5988384003056246 2.121626137111779 -0.2524147195271509 1
1.43608478831681 -0.7687280743406106 1.2738645646076598 -0.7777470385537083 -0.2992961076033071 0
-0.7279590067155771 -1.2818521055424454 -0.6351841919841863 0.17034847748744797 0.26847002108013235 1
2.308577097543349 2.7291506567623474 1.9973595965112545 -0.1792455380632667 -1.03964048422085 1
