Feature_0;Feature_1;Feature_2;Feature_3;Feature_4;Feature_5;Feature_6;Feature_7;Feature_8;Feature_9;Label
-0.1378638847304582;1.5322350606973423;2.196646054978954;0.7296663221326334;0.7674793445541306;-1.2261793578126834;-1.560714842886784;0.6817434088151417;0.9794554181484795;0.9625028858001017;0
-1.579387796944482;2.229178986863354;0.22749587573205374;0.2275337431472495;0.635967750711738;1.6095206657759729;1.5775118465189704;-0.47417817510396487;-3.3918347189397107;-0.7717719573928751;1
-0.1778300406266738;0.9409898474703698;0.5859042011646491;-1.3917262033208435;-0.736770135947622;-1.4068150094975382;-0.48380451908571526;-0.3220281544920584;-0.7030558043498807;1.3254321090950785;0
-0.3918653740601597;1.3207382812341921;2.01527511046064;-1.0187090065127071;1.2906444609225471;-1.889649292096153;-0.40484801047615;0.3631156277445234;-0.9234304267806298;0.3111099911431952;0
0.7163588578562523;0.5333048955521471;1.4837439102037069;-2.1655464564891997;-0.7348108975341908;-0.6401544568346118;-2.329547680447598;-1.0857477107815494;1.4289924896492217;0.029796165121424436;1
0.04295455807940706;0.10870950828511372;-0.5663945912147232;0.41186862632936944;0.8316167861804036;1.8205439079418155;-0.297413173368949;-0.22153659758373817;0.43389719055836706;-1.176962112769968;1
-0.139899417301881;0.5800249307087096;-0.5781134587156433;0.6006377172264089;-0.258008536197609;-1.770481137776078;-0.39144783511870906;-1.176644943900053;0.2715883183743186;0.9280906109910811;0
-0.45918995159143267;1.450775948472461;-0.8903178480198718;-0.8238386919430631;-0.06407776414871663;-1.8437935834807457;-0.4021126586657865;0.30170000890173554;-0.9431696722445664;0.1755362295785979;0
-0.0739396835829007;-0.40769012706327906;0.6087355891244169;-0.5884209357478234;-0.5571305725722312;-2.2494324542007638;0.7634037029207144;0.7396754681178337;-0.8267756621887218;2.571995317494969;2
0.21754877222897281;-1.9702512580459028;1.639256516741752;0.47702223104185015;-1.9227717720623363;1.7230747176462498;1.727057005027642;-0.5552861026010363;-0.3551625080390557;0.427962626552635;1
-0.3612066779055652;0.4303865744998782;0.9826831427699412;0.507560239233798;-1.4000707231830092;1.229990368438683;0.401725712946374;0.5433908278718096;-0.5782389869138916;0.003147726906326633;1
0.07227062169286161;-0.07312060325136727;-1.2883076174635377;-1.1462749832381496;0.2927154821418534;-1.276304416538336;0.029702587149150864;0.8890371222798921;-0.44923900802301425;0.5737444210044131;0
-0.3957073108742293;2.9804433823868015;-0.06644897530945597;0.6627282178888867;-0.35807944617931886;1.1818900425588936;-2.598111286135358;0.38142561753434195;1.0866416199609885;0.9972655676588726;0
-0.44558856918206896;0.3870369333869535;0.9331280723410693;0.37416490571321126;-0.22272070077660705;0.33260751032419755;0.6994110697621463;-0.3150867311941086;-0.9469406974086293;-0.5717460419560614;0
0.06855470735951627;-1.1529294186568573;0.32475823953354177;0.46680100196091684;0.5805676870356148;-0.35208774745388094;1.1477142475486866;-0.8407718898986251;-0.29052957746262864;0.22063080430716323;2
0.5151457652600601;-2.483643282751432;-0.8438538774248993;0.6793598498845952;-1.743672602396536;0.813280406064593;1.5128728047119842;0.13965167421589658;0.3567371859196296;0.06502463118878012;1
0.04794894517246669;-0.7336547203139278;-2.1943824698200243;-0.9840347092671118;1.5994709401137894;-0.6516751221564157;0.8727753802765821;-1.2756826599957316;-0.8744969366068573;-0.12854629325195685;2
-0.35969401522139627;0.25742416212599517;0.10248464215820753;0.26147635829782456;-0.48282759080691834;-0.844324037183071;0.6357969352571449;-1.132784951267745;-0.8230970869026536;0.35037021638633825;0
-0.49250272911065385;3.2722742160162834;0.13395838058023532;-0.022238760271490077;-0.09511164770076601;1.221294945685148;-2.6044668445353323;1.5486392950240366;0.5978632169854172;0.3202165779488289;0
0.16297091006597852;1.6168702469218195;-0.526555133136702;1.181608535599162;-1.3223474346832955;-0.8059917310594155;-2.534862274279844;1.0306598082415594;2.234661349152397;1.0947985022273252;0
-0.3581029659662779;0.8098338985065663;0.6802302084176292;-0.3922359961195296;-1.936752702502465;0.551885971822154;0.04404270630898949;-1.3569355696995753;-0.8111149012705152;0.223153054747697;0
0.31912746112151186;0.27155712577444935;0.5571376184034819;1.3274468777511386;0.7492825568794513;-0.8679224627511536;-1.3546430971109868;1.992036635959309;1.917463439886833;1.8338965460243755;0
-0.9131159678574;1.3317587716949797;-2.0503574572842003;0.23385838150566474;0.7391804947015679;-1.9493717553224232;0.8479036918473987;-1.2640061679473638;-1.876350869905125;0.4861847915619389;1
0.6947369906962338;1.0403864078396439;0.396366956467351;-2.4099644012559196;0.1697477679706617;0.8179815444538614;-2.852813027674057;-0.8228559015184324;1.562268663604566;-1.039220163990766;1
0.1989565296824443;0.06908549326530289;-0.20035257779416388;-1.9349289697303176;0.23184209213484805;1.356583385827982;-0.39119207564580083;0.24312345851289308;-0.3875237304805122;-0.29424250563645765;0
0.7411801610894647;0.5333636689327719;1.2744402278489033;-2.1903384279670037;-0.09534109119668262;-1.236478286592349;-2.3941009263237674;0.9481429504720496;1.4938900269943556;-0.3059544315315921;1
-0.5731470037239077;0.11271889310697947;-1.1554517938176596;0.5109584190140943;0.725081044447508;0.8102600443753338;1.3604419008956445;-1.0175847772133757;-1.4567670109829813;0.8601826383951566;2
0.2701355649459826;0.32443208734388035;0.0348075404998322;1.6109831818992744;-0.8021994080351792;1.8686032191630024;-1.3193645083068517;0.3019609001717647;1.9532560640764438;-0.547407522766873;0
0.018594756442639138;-0.28675888753534284;-2.703348047107357;1.1086861112584248;0.33935581275622034;0.14432647172603683;0.16179554625797893;-0.7037103993314333;0.4775326516543057;1.6923465724632047;0
-1.084131852682108;0.22309994432891211;-0.5613379964422059;1.1716344467188327;-0.32948930021798606;-1.7019022300183355;2.536720337758906;-1.0538354953643456;-2.636372527190825;0.4278143951529032;2
0.06780131991615265;-0.8439137467994022;0.4240668615184512;-0.09935896067577188;0.03944704824073949;1.3522026788671444;0.8452862925504058;0.3076126681891964;-0.3990806914929817;-0.524567013767051;0
-0.38964269148726766;1.2732026390155324;-0.8508840890388987;0.20974159551531268;2.441221722471914;1.871074482308114;-0.5014296763999213;-0.6362237126519298;-0.27348218901329924;-0.5650604735511925;0
0.18506543007267948;-0.3752948862698755;-0.19044618592921678;0.8668786306068711;-0.5740825770872696;1.022841471550764;-0.15482180295502096;-0.14487856194788684;0.8124247841443278;0.043040870850387644;0
0.9692166867334583;-0.8010345595384842;-0.726774137833843;-1.022368936000297;-0.8776173568629051;-0.04779925038478981;-1.545446043324533;-0.29969605666431426;1.9722942626222002;1.5758758095019694;1
