	Feature_0	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Target
0	-0.021181953349874726	0.01212962685498043	-0.0187547504792024	-0.0636675984757603	-0.037392148706856476	-0.009378250119891803	0.031608403019813776	0.014331111597293427	-0.0016119647974829933	-0.04842868990858044	-5.194355285997071
1	7.436003316483893e-05	0.01967864426428179	0.037543673225821285	-0.04749567016310462	-0.0008154927218391672	-0.030114449178379223	-0.029296701855144207	-0.017839287915308564	0.009390148771046457	0.01956608095754835	-3.3760572703587037
2	-0.045824508170367366	-0.03357845199923175	-0.007455361835064909	0.023249655080062756	-0.014264188167521853	-0.004915664095002104	0.027738356997049865	0.008680605606213636	0.02350039853283461	-0.020179095511115946	-0.4591866890170815
3	0.026060460598082213	-0.004647943644665811	0.009928244221463885	-0.026801774541367788	0.026844208184040638	0.02286395716515189	-0.009243738428702507	-0.013374971843603041	-0.03642210604210046	0.03762633029047834	4.352418453718573
4	-0.03668618014951377	-0.0267316163415347	-0.005008796218173631	0.011530132701453793	0.0030220748857707324	0.0036557991150109456	-0.005076194056607878	0.005984765027226509	-0.007660614019935131	-0.02499924078766632	-0.6681966624308597
5	0.030207192270582446	-0.02010374252738604	0.02561267222351707	-0.02394031514877816	0.055761334412701785	-0.032511763683404984	0.02358401923568239	0.03369430176773518	0.03850281394992191	0.005564838212287009	0.5404474234365506
6	-0.049166122700919725	0.016781290169160534	-0.01330798275619495	-0.02934325083513065	-0.03712899377483994	0.005849406241905491	-0.025020732591666647	-0.029413100668089973	-0.02398677975048208	0.02142970946711631	-5.259014145281683
7	-0.007158470929981791	-0.014124414411745218	0.038231379729891116	-0.031172622916057335	-0.007432101061046768	0.013828557301101031	0.009620134781841781	0.020650528088346914	-0.042284305795994764	-0.02234752829954541	2.884693016631478
8	0.00874100637108091	0.010744180781577914	-0.006200742937656142	-0.006864973765111754	-0.013906181784536592	-0.028198546535537824	-0.00042263244649876904	-0.00411840656485026	0.016510565737486268	0.023483607007429474	-2.3627110972922063
9	-0.02264032897839205	0.04221312008467935	-0.007626869434704583	-0.04233959523754114	0.040743695505448485	0.011433607510437229	-0.055461751917444596	-0.024189670042427787	-0.0034559807233684597	-0.03180751131925644	0.14763105617853176
10	-0.003830293577599329	-0.017475588796590755	0.02518416582025311	0.018647580162508722	0.05328839031372414	-0.005313775453329057	-0.008580919142612962	0.02297128478633704	-0.035831768284055654	-0.013866498758360818	2.8216684034943986
11	-0.0002231596754715534	-0.006179660045651465	-0.019341947224589442	-0.014200892455161353	0.012309880977393247	-0.02314302733354683	0.02862035610712626	-0.012440623633106178	0.006946446787313366	0.06286250957026131	-3.945986544612859
12	-0.03872761951576062	-0.0030597282614005495	-0.0052631283200780705	0.050891914090959965	0.0547016915391218	0.028714025000888724	0.03138190813220449	0.004684889910840852	-0.015062936052209116	-0.0051605239195758506	4.201170670583297
13	-0.019043938733066278	-0.017122506062844205	-0.03054277636463416	0.012129493334146112	0.036481462572113155	0.006693564651495758	-0.012154602291356243	-0.03066834401675548	0.0032918676334922183	-0.013254378079578702	-2.5900316332788864
14	-0.02538815281541163	0.014058941759142993	0.015972161155332936	0.023831662596044488	-0.0432811653865569	-0.031063926802112448	0.03821873410804549	0.024779127238567594	-0.007180855606837944	-0.006961626685045064	-3.015795148905637
