Feature_0;Feature_1;Feature_2;Label
0.036435001135610184;1.192022418861353;-1.3263483142795036;0
-2.362614252328735;0.999835110803413;-0.9694214332666086;0
-0.4394210005925115;0.4202877067824724;1.4095113539045414;1
-1.76092994300039;-0.7317809156657651;-0.9259531230637015;0
-0.21690654918749472;1.3998695375029746;2.07607036143788;1
-0.3885614807400893;1.8916887128927562;-0.03579410844376385;1
-0.39812151399330203;-0.5584932203421848;-1.6201675185103666;0
0.7116109367804255;1.1867158983192416;-1.3305342522871018;0
0.9745324160589681;0.8953657600468126;-0.8750955857374422;0
-0.48114349344764656;1.306113668106652;-1.52061165860034;0
0.39770355902221327;-0.855894675742594;-0.7848072032178185;0
0.5633204928697241;1.1805893835364687;-1.3647042410648573;0
0.14788941060203506;-1.3805167969655927;-0.8084708671641897;0
-1.3648661312289305;0.831889125824245;-0.7078694801457575;0
0.374770300625231;-1.0469358878028285;-0.7213076195893723;0
-0.010264150571678421;-1.5803592204363137;0.5489224558304375;1
-0.6200947888099203;1.7243923261287277;0.3801641261221449;1
-0.3351521577019497;0.8353513255186489;1.2181181148855964;1
0.06851147868054724;1.095059620472541;-1.152196486591475;0
1.3596000073932788;-3.7874368373447753;0.2670002466536323;1
-1.8181521149908964;1.0667727912444884;-1.1951007894488546;0
-1.122736542368022;-0.9612565865169828;-1.6668574212180771;0
0.7592402588446532;0.6148003249156295;-0.21344406782583403;0
-1.1028019563011977;-0.23301138240075026;-1.3021272935204522;0
0.47756138143478866;-0.7231765924857814;1.547107010371214;1
-0.10615187689525561;-1.5947650753609461;-0.2814401261701268;0
0.36605418910712517;-1.0171951551343106;-0.2558235756144236;0
-1.474592510665647;0.7943177855055537;-0.4728228768315085;0
0.13728851394367772;0.37535956960512706;1.2580575358886525;1
-0.05674286491613733;1.143589583131166;1.3395631529487324;1
1.2359866650062077;0.7946660224888173;0.8346199843934073;1
-0.3264397163725127;-1.5083253496456435;0.6012718151600864;0
0.623743536950667;1.0070868892945626;-1.0901033549571282;0
0.048861070524625204;0.9414687575346954;-0.6710387349485589;0
-1.2678607897929863;0.8539376445114097;-0.7283392490407641;0
-1.9068413061540788;0.5308297316338741;1.6668538021970347;1
0.19681346267635105;-2.059511773466571;-0.06326645622080229;1
0.2945456852430648;1.0999544404590522;-1.3133842826164739;1
-1.1696245501788252;-0.9810603727326194;0.97794195951759;1
0.04421309870452747;-1.075517594509503;-0.492734239272797;0
0.7484751354562627;0.9216484865695752;-0.702884605780411;0
1.246529890220153;0.8382052111248016;-0.6212723199805308;0
-0.37983919829573226;0.7697556945083295;-0.5229151277700672;0
0.35512546174749265;0.3352981521223103;1.6708015854217755;1
